Date,Product_Category,Region,Customer_Segment,Sales,Quantity,Discount,Marketing_Spend,Profit,High_Performance
2020-03-24 05:37:48,Office Supplies,East,Corporate,198.59,6,0.19,2498.17,155.48,0
2020-03-24 23:27:08,Electronics,West,Corporate,451.86,12,0.08,2673.38,803.7,1
2020-03-30 21:10:04,Clothing,North,Consumer,46.63,1,0.09,2080.07,5.96,0
2020-04-01 12:27:06,Clothing,South,Corporate,79.15,12,0.01,1508.09,85.46,0
2020-04-01 14:19:36,Furniture,West,Corporate,365.86,5,0.04,1902.24,526.05,1
2020-04-02 04:30:26,Furniture,West,Corporate,381.19,8,0.08,1760.86,375.73,1
2020-04-02 10:12:18,Clothing,East,Corporate,71.85,9,0.28,1809.85,33.92,0
2020-04-04 04:22:12,Office Supplies,West,Small Business,108.16,1,0.12,1809.82,18.67,0
2020-04-05 06:57:36,Food,West,Small Business,21.8,13,0.01,2375.98,28.98,0
2020-04-09 20:35:12,Office Supplies,North,Consumer,89.53,11,0.28,2611.11,154.53,0
2020-04-10 06:58:57,Clothing,South,Consumer,96.99,6,0.28,1053.68,117.65,0
2020-04-10 23:27:36,Food,West,Small Business,42.51,4,0.14,2511.33,31.59,0
2020-04-11 12:53:02,Furniture,South,Consumer,234.77,10,0.1,2053.43,184.58,0
2020-04-13 12:31:49,Electronics,West,Small Business,590.03,14,0.22,2552.04,624.23,1
2020-04-15 13:47:42,Food,South,Small Business,50.92,9,0.0,1425.36,44.62,0
2020-04-16 04:39:12,Clothing,West,Small Business,109.14,6,0.16,1597.17,122.28,0
2020-04-17 10:57:07,Food,West,Small Business,57.78,4,0.29,1953.37,12.12,0
2020-04-18 00:43:12,Clothing,North,Corporate,75.26,11,0.12,1686.68,107.51,0
2020-04-18 11:56:12,Furniture,North,Consumer,368.62,10,0.26,1599.21,604.85,1
2020-04-22 07:54:33,Electronics,West,Small Business,422.78,11,0.2,2695.66,1022.67,1
2020-04-25 19:33:56,Food,West,Consumer,37.74,9,0.15,2336.46,33.25,0
2020-04-29 14:30:22,Clothing,East,Small Business,92.6,7,0.09,1599.29,30.97,0
2020-05-01 18:52:14,Clothing,South,Consumer,73.54,6,0.22,2204.46,22.52,0
2020-05-02 03:52:38,Office Supplies,South,Small Business,77.63,1,0.26,1769.44,9.82,0
2020-05-03 00:45:06,Office Supplies,West,Consumer,99.29,2,0.09,2100.01,26.3,0
2020-05-09 14:38:27,Clothing,North,Consumer,71.36,10,0.0,2302.07,173.95,0
2020-05-10 09:13:18,Office Supplies,North,Consumer,144.29,1,0.15,2452.99,18.11,0
2020-05-11 01:34:40,Office Supplies,East,Corporate,91.36,11,0.0,2014.56,264.28,0
2020-05-13 22:53:48,Furniture,East,Corporate,124.46,7,0.23,1532.9,195.29,0
2020-05-14 11:55:15,Electronics,North,Consumer,523.82,13,0.02,1909.38,1148.74,1
2020-05-14 15:01:45,Furniture,North,Small Business,368.27,11,0.12,2046.18,744.1,1
2020-05-16 18:11:16,Clothing,South,Consumer,57.02,7,0.15,1090.78,21.16,0
2020-05-16 23:03:48,Clothing,North,Corporate,60.85,10,0.04,1333.26,42.72,0
2020-05-17 02:26:13,Office Supplies,North,Corporate,94.45,10,0.16,1340.19,127.23,0
2020-05-19 04:53:57,Food,East,Consumer,63.65,2,0.1,2359.21,8.55,0
2020-05-21 08:49:50,Electronics,South,Corporate,663.9,9,0.29,1808.37,262.2,0
2020-05-21 22:39:26,Furniture,North,Small Business,276.5,2,0.26,2496.52,99.7,0
2020-05-24 21:16:18,Clothing,West,Corporate,98.28,6,0.21,2239.92,49.59,0
2020-05-25 00:35:31,Furniture,South,Small Business,389.86,8,0.17,2263.17,660.85,1
2020-05-25 04:14:33,Clothing,East,Corporate,74.43,9,0.06,945.3,136.27,0
2020-05-26 04:17:29,Food,North,Consumer,46.84,9,0.03,3420.44,94.12,0
2020-05-26 12:52:14,Office Supplies,North,Corporate,103.96,8,0.01,1918.23,148.55,0
2020-05-28 11:01:42,Furniture,East,Corporate,279.68,1,0.1,2546.74,19.83,0
2020-05-31 10:37:38,Furniture,East,Corporate,351.93,10,0.01,1989.49,782.48,1
2020-05-31 19:39:08,Furniture,South,Small Business,185.5,13,0.1,1747.13,353.38,1
2020-06-01 19:22:33,Food,East,Small Business,55.24,11,0.24,964.07,106.0,0
2020-06-03 19:03:57,Clothing,East,Consumer,109.79,9,0.22,2428.28,62.67,0
2020-06-13 03:40:43,Office Supplies,North,Small Business,73.74,11,0.18,1720.57,189.71,0
2020-06-13 23:55:33,Furniture,East,Consumer,262.51,4,0.25,2149.48,206.63,0
2020-06-14 06:40:38,Clothing,West,Small Business,86.02,8,0.24,1558.25,82.64,0
2020-06-15 15:04:18,Office Supplies,South,Consumer,143.6,3,0.04,2064.9,40.5,0
2020-06-16 01:05:57,Clothing,West,Corporate,97.89,10,0.05,1913.36,228.84,0
2020-06-18 06:01:43,Food,East,Consumer,49.08,5,0.2,2390.93,36.28,0
2020-06-18 21:48:45,Clothing,South,Consumer,77.4,7,0.18,1308.63,46.16,0
2020-06-20 03:03:28,Clothing,South,Consumer,72.05,3,0.03,1361.89,44.68,0
2020-06-22 07:42:40,Electronics,West,Consumer,475.41,6,0.02,1874.85,316.84,1
2020-06-22 17:48:59,Furniture,East,Corporate,321.35,11,0.2,1074.3,275.0,0
2020-06-23 15:55:14,Clothing,West,Small Business,115.42,14,0.04,2663.04,278.56,0
2020-06-24 04:52:50,Clothing,East,Corporate,112.61,13,0.16,673.59,327.86,1
2020-06-25 12:36:03,Food,South,Corporate,43.11,1,0.13,848.14,10.81,0
2020-06-25 13:49:15,Office Supplies,West,Corporate,159.25,8,0.26,2721.53,54.77,0
2020-06-27 01:00:18,Office Supplies,West,Small Business,160.36,7,0.26,2273.5,67.41,0
2020-06-27 17:24:34,Office Supplies,North,Consumer,104.81,14,0.16,2039.06,100.83,0
2020-06-28 02:31:16,Food,North,Corporate,36.12,11,0.06,1818.55,22.23,0
2020-07-05 21:57:22,Office Supplies,West,Consumer,155.93,9,0.21,1981.9,309.75,0
2020-07-08 12:39:36,Food,South,Consumer,59.69,4,0.07,1005.25,24.11,0
2020-07-08 19:35:36,Electronics,South,Consumer,548.92,6,0.19,1316.42,645.51,1
2020-07-11 12:49:47,Office Supplies,South,Consumer,82.97,13,0.22,1362.18,199.09,0
2020-07-15 04:41:00,Office Supplies,East,Consumer,77.06,4,0.02,2241.15,71.14,0
2020-07-15 05:46:23,Office Supplies,North,Corporate,66.49,7,0.21,2482.49,43.67,0
2020-07-15 13:19:32,Electronics,North,Corporate,423.65,1,0.02,1543.71,21.17,0
2020-07-17 08:20:37,Office Supplies,East,Corporate,134.98,4,0.23,1888.59,105.71,0
2020-07-17 20:00:50,Electronics,North,Consumer,509.88,8,0.11,948.55,758.41,1
2020-07-17 20:00:57,Food,West,Consumer,39.93,7,0.19,2249.73,65.61,0
2020-07-18 09:25:32,Electronics,West,Small Business,631.71,3,0.07,2323.68,150.36,0
2020-07-19 23:28:03,Electronics,West,Consumer,598.18,13,0.18,2870.87,1370.96,1
2020-07-20 10:19:42,Office Supplies,South,Small Business,131.37,6,0.28,2164.25,133.22,0
2020-07-20 21:01:19,Electronics,South,Consumer,375.16,3,0.25,2047.06,48.82,0
2020-07-21 05:08:54,Furniture,North,Consumer,209.03,4,0.19,2117.17,170.46,0
2020-07-22 10:48:27,Clothing,North,Consumer,118.97,6,0.02,1582.61,87.37,0
2020-07-22 23:42:51,Furniture,West,Small Business,353.83,1,0.29,2528.35,44.54,0
2020-07-26 04:42:49,Food,South,Corporate,50.21,12,0.08,2302.37,165.39,0
2020-07-27 21:17:56,Clothing,North,Small Business,46.08,1,0.07,2045.16,3.61,0
2020-07-29 17:22:03,Food,West,Corporate,52.97,4,0.1,2097.89,34.41,0
2020-07-31 11:48:02,Electronics,East,Corporate,440.87,13,0.17,1350.48,1125.53,1
2020-07-31 14:44:26,Food,South,Small Business,43.44,2,0.07,1785.58,17.85,0
2020-07-31 15:17:37,Office Supplies,North,Corporate,80.52,10,0.02,1258.99,183.16,0
2020-07-31 16:47:04,Electronics,East,Consumer,626.56,7,0.24,2195.99,909.18,1
2020-08-01 21:53:57,Office Supplies,North,Consumer,75.95,13,0.28,2135.81,38.1,0
2020-08-03 15:14:43,Food,North,Small Business,33.9,14,0.21,2005.47,74.93,0
2020-08-04 09:54:32,Office Supplies,South,Consumer,49.95,13,0.02,1750.93,119.97,0
2020-08-05 03:15:57,Electronics,South,Corporate,445.69,3,0.12,1635.03,159.28,0
2020-08-06 08:49:03,Clothing,East,Consumer,64.98,6,0.21,2079.63,67.21,0
2020-08-06 19:26:44,Furniture,South,Corporate,315.33,13,0.09,1079.81,601.38,1
2020-08-11 19:39:43,Electronics,South,Small Business,571.79,10,0.27,1601.34,805.77,1
2020-08-15 01:05:00,Office Supplies,North,Corporate,146.8,10,0.04,2234.73,204.1,0
2020-08-17 01:42:35,Clothing,North,Corporate,57.47,6,0.14,2092.56,57.01,0
2020-08-17 13:45:06,Food,East,Consumer,58.34,6,0.05,1054.34,60.53,0
2020-08-19 04:14:57,Office Supplies,North,Consumer,175.6,6,0.09,1212.3,52.18,0
2020-08-20 03:07:14,Electronics,East,Small Business,392.11,9,0.03,1730.28,966.97,1
2020-08-21 13:31:38,Furniture,East,Corporate,343.72,6,0.02,1356.3,335.31,1
2020-08-22 00:58:40,Office Supplies,East,Small Business,87.67,3,0.17,1219.09,27.47,0
2020-08-23 19:40:07,Office Supplies,North,Consumer,132.26,7,0.27,1659.52,193.84,0
2020-08-24 03:34:26,Clothing,North,Corporate,61.85,14,0.12,1758.11,52.85,0
2020-08-26 16:08:33,Food,West,Corporate,55.56,12,0.02,1914.32,116.63,0
2020-08-27 00:26:55,Clothing,North,Consumer,82.61,13,0.17,1826.05,257.58,0
2020-08-27 04:50:51,Furniture,West,Corporate,310.83,2,0.07,2253.53,141.73,0
2020-08-28 03:53:22,Office Supplies,North,Small Business,122.38,1,0.17,2942.69,11.07,0
2020-08-29 23:04:26,Food,West,Consumer,44.49,10,0.1,2419.15,64.49,0
2020-08-30 02:22:18,Office Supplies,East,Consumer,134.23,12,0.02,1600.09,360.88,1
2020-08-30 14:13:35,Office Supplies,North,Consumer,134.43,13,0.14,2247.11,309.5,0
2020-08-31 08:42:47,Electronics,North,Corporate,512.16,11,0.17,1929.2,248.53,0
2020-09-01 03:44:43,Electronics,South,Small Business,398.91,9,0.06,2015.29,885.84,1
2020-09-03 10:22:09,Furniture,East,Small Business,279.85,1,0.01,1991.82,82.6,0
2020-09-05 12:23:56,Furniture,East,Small Business,261.65,2,0.08,1601.84,42.66,0
2020-09-06 02:37:51,Electronics,East,Corporate,326.66,3,0.13,1195.36,227.76,0
2020-09-09 21:27:18,Office Supplies,South,Small Business,167.95,2,0.17,1800.39,45.91,0
2020-09-14 10:03:44,Office Supplies,South,Corporate,68.4,7,0.09,1704.44,54.46,0
2020-09-15 18:09:28,Office Supplies,West,Consumer,211.13,14,0.06,3231.11,442.31,1
2020-09-16 05:38:47,Furniture,West,Small Business,347.28,13,0.1,2089.47,380.07,1
2020-09-16 11:00:29,Office Supplies,South,Corporate,126.86,7,0.26,1403.04,128.68,0
2020-09-17 01:42:43,Clothing,East,Corporate,138.47,7,0.25,2372.28,72.09,0
2020-09-17 21:57:17,Furniture,North,Small Business,234.13,4,0.12,1982.41,158.5,0
2020-09-22 00:44:30,Clothing,West,Small Business,107.49,14,0.29,1847.96,146.79,0
2020-09-22 06:42:27,Furniture,East,Consumer,380.89,13,0.09,1636.03,305.32,0
2020-09-22 11:47:35,Electronics,North,Small Business,575.45,1,0.06,2315.86,27.33,0
2020-09-23 12:40:54,Food,West,Corporate,46.04,13,0.01,1719.56,174.97,0
2020-09-25 05:19:35,Office Supplies,West,Small Business,143.2,1,0.22,2015.09,18.68,0
2020-09-25 07:13:04,Furniture,East,Corporate,320.5,13,0.03,1847.2,975.56,1
2020-09-26 19:18:56,Office Supplies,North,Corporate,193.7,14,0.26,1231.68,203.49,0
2020-09-29 19:10:31,Food,North,Corporate,41.66,6,0.22,1463.04,13.11,0
2020-09-30 14:10:59,Electronics,North,Corporate,569.89,12,0.23,2490.0,1292.4,1
2020-10-01 03:59:14,Office Supplies,South,Corporate,131.99,11,0.26,650.29,277.48,0
2020-10-01 05:27:18,Clothing,South,Small Business,77.11,2,0.03,1450.75,21.93,0
2020-10-01 13:24:11,Clothing,West,Small Business,46.69,4,0.24,1971.12,24.6,0
2020-10-03 03:37:06,Office Supplies,South,Small Business,158.33,13,0.19,561.0,127.65,0
2020-10-03 05:56:36,Electronics,West,Small Business,495.14,13,0.07,1973.18,1063.33,1
2020-10-03 20:00:31,Food,North,Consumer,40.9,3,0.3,2105.81,12.64,0
2020-10-04 02:33:54,Electronics,North,Consumer,721.12,9,0.06,2465.18,899.11,1
2020-10-04 13:58:48,Electronics,South,Small Business,569.48,13,0.14,2220.16,910.02,1
2020-10-04 23:31:04,Furniture,West,Consumer,379.91,2,0.04,2255.19,101.05,0
2020-10-06 22:47:51,Electronics,West,Consumer,251.15,14,0.04,2062.61,957.3,1
2020-10-08 04:42:48,Food,South,Corporate,63.01,5,0.16,2365.96,29.38,0
2020-10-08 09:34:17,Clothing,North,Consumer,92.59,6,0.16,1879.33,112.04,0
2020-10-08 12:50:31,Electronics,West,Small Business,422.28,11,0.26,2243.81,930.52,1
2020-10-12 18:02:37,Office Supplies,West,Small Business,128.71,14,0.18,1681.83,84.66,0
2020-10-13 13:26:23,Electronics,East,Consumer,523.3,12,0.15,1421.95,695.95,1
2020-10-16 16:20:01,Clothing,West,Consumer,90.87,8,0.09,2357.42,154.63,0
2020-10-18 02:53:50,Furniture,South,Corporate,457.23,2,0.01,1883.75,91.38,0
2020-10-18 21:17:16,Electronics,North,Small Business,545.82,14,0.03,1917.0,1691.63,1
2020-10-20 07:13:03,Furniture,West,Consumer,280.3,10,0.14,2589.92,203.53,0
2020-10-20 08:38:02,Food,North,Corporate,49.92,10,0.06,1499.02,53.82,0
2020-10-20 08:38:38,Clothing,West,Corporate,92.15,10,0.26,2633.83,158.4,0
2020-10-21 09:42:41,Furniture,South,Consumer,464.17,11,0.1,1688.09,1293.38,1
2020-10-21 13:47:51,Clothing,North,Corporate,81.98,3,0.25,2079.41,24.95,0
2020-10-21 16:25:36,Electronics,West,Consumer,625.3,14,0.18,2052.1,896.34,1
2020-10-22 08:43:39,Clothing,West,Small Business,91.46,13,0.05,2522.15,58.57,0
2020-10-24 10:44:44,Clothing,South,Consumer,58.4,4,0.25,1510.01,28.47,0
2020-10-25 15:15:02,Furniture,West,Consumer,192.95,13,0.12,1904.23,127.76,0
2020-10-25 18:51:19,Office Supplies,West,Corporate,88.4,12,0.17,1426.06,84.01,0
2020-10-26 08:22:49,Food,North,Consumer,60.52,5,0.2,1957.93,69.05,0
2020-10-29 00:42:23,Electronics,North,Small Business,478.28,5,0.3,2425.62,176.72,0
2020-10-29 08:08:02,Office Supplies,North,Corporate,194.96,12,0.01,2067.83,682.28,1
2020-10-29 14:30:17,Office Supplies,West,Consumer,128.99,2,0.25,1878.75,32.02,0
2020-10-31 01:06:03,Furniture,East,Corporate,230.69,10,0.03,2266.24,270.64,0
2020-10-31 13:18:04,Food,East,Small Business,52.87,9,0.05,2765.63,106.86,0
2020-11-03 14:56:25,Furniture,South,Small Business,337.25,1,0.21,1999.73,56.2,0
2020-11-05 03:15:45,Electronics,North,Corporate,413.23,3,0.26,2030.07,154.59,0
2020-11-10 15:17:40,Furniture,North,Corporate,216.53,14,0.02,2472.88,324.92,1
2020-11-10 21:38:23,Furniture,West,Consumer,326.19,3,0.01,2137.92,101.75,0
2020-11-12 01:10:58,Furniture,West,Small Business,432.8,5,0.19,2315.96,413.94,1
2020-11-15 13:22:59,Office Supplies,South,Corporate,86.55,7,0.09,1933.64,32.34,0
2020-11-16 17:53:54,Office Supplies,South,Corporate,143.34,13,0.23,1601.7,325.34,1
2020-11-23 18:31:44,Food,South,Corporate,43.82,4,0.18,1345.57,8.2,0
2020-11-24 19:54:23,Clothing,West,Consumer,69.31,8,0.16,3091.0,130.08,0
2020-11-25 09:16:28,Electronics,West,Consumer,539.45,3,0.3,2783.81,199.36,0
2020-11-25 19:33:12,Electronics,North,Corporate,633.41,5,0.15,1874.89,590.31,1
2020-11-28 00:06:38,Furniture,South,Corporate,272.88,8,0.08,1760.92,500.41,1
2020-11-28 23:04:09,Food,East,Corporate,55.98,7,0.25,1760.74,36.73,0
2020-11-28 23:17:34,Food,North,Corporate,72.41,1,0.25,1726.95,12.05,0
2020-11-29 15:05:05,Electronics,North,Corporate,441.39,12,0.26,2523.46,530.78,1
2020-11-30 21:53:02,Clothing,West,Corporate,95.77,1,0.04,2594.07,8.8,0
2020-12-03 23:22:52,Office Supplies,North,Consumer,93.17,11,0.15,1061.39,52.0,0
2020-12-04 11:05:08,Food,West,Small Business,50.98,9,0.17,2349.63,19.11,0
2020-12-06 16:56:24,Electronics,East,Small Business,684.12,8,0.23,1314.08,513.25,1
2020-12-06 23:16:00,Food,East,Corporate,29.5,10,0.26,2394.67,55.71,0
2020-12-07 20:10:26,Electronics,East,Corporate,575.56,2,0.04,1725.58,193.26,0
2020-12-08 14:20:38,Clothing,West,Small Business,83.44,7,0.3,2605.69,39.4,0
2020-12-10 13:41:40,Food,West,Consumer,54.06,7,0.27,2145.27,74.07,0
2020-12-13 10:05:24,Office Supplies,South,Corporate,136.66,4,0.05,1534.76,60.38,0
2020-12-15 04:14:42,Food,South,Consumer,51.6,5,0.28,500.0,21.39,0
2020-12-16 00:24:29,Furniture,East,Corporate,332.94,9,0.12,1338.35,541.57,1
2020-12-16 12:06:16,Furniture,West,Corporate,239.94,1,0.18,2357.29,16.69,0
2020-12-17 00:30:19,Electronics,West,Corporate,394.89,11,0.1,2320.1,354.35,1
2020-12-20 03:39:43,Clothing,North,Consumer,75.22,11,0.22,2504.49,134.26,0
2020-12-20 17:00:21,Furniture,South,Consumer,287.14,1,0.29,1776.78,39.07,0
2020-12-20 19:12:31,Food,North,Corporate,49.84,12,0.05,2030.19,123.15,0
2020-12-20 20:22:11,Electronics,North,Corporate,644.32,11,0.06,2689.34,636.35,1
2020-12-21 11:51:05,Food,West,Consumer,38.34,3,0.18,2505.88,5.4,0
2020-12-23 22:05:03,Furniture,North,Corporate,141.15,2,0.21,2390.78,40.43,0
2020-12-27 04:58:42,Office Supplies,West,Consumer,113.06,9,0.29,2101.19,197.43,0
2020-12-27 16:03:36,Food,North,Corporate,56.37,4,0.28,2146.14,31.8,0
2020-12-29 21:20:36,Electronics,West,Corporate,585.84,13,0.23,1248.34,1278.95,1
2020-12-30 00:57:00,Office Supplies,North,Small Business,174.69,4,0.22,2265.18,128.13,0
2020-12-30 09:44:01,Office Supplies,East,Consumer,161.36,5,0.28,2527.63,105.35,0
2021-01-01 12:32:38,Clothing,West,Consumer,71.16,9,0.06,2443.02,152.93,0
2021-01-03 08:35:16,Office Supplies,South,Small Business,179.59,4,0.11,1242.84,44.86,0
2021-01-10 08:39:10,Clothing,East,Corporate,70.52,2,0.23,2290.95,32.14,0
2021-01-10 12:33:26,Furniture,East,Small Business,165.85,12,0.18,1991.92,388.75,1
2021-01-14 20:42:18,Furniture,East,Consumer,334.89,5,0.07,972.31,394.6,1
2021-01-15 22:03:55,Office Supplies,East,Consumer,85.34,11,0.25,1247.47,167.3,0
2021-01-16 19:44:28,Office Supplies,East,Small Business,96.5,14,0.14,1930.92,311.26,0
2021-01-19 19:55:45,Food,West,Small Business,50.93,8,0.21,2650.75,56.33,0
2021-01-25 14:47:30,Clothing,South,Small Business,52.34,5,0.03,943.51,66.31,0
2021-01-25 17:08:06,Furniture,East,Small Business,236.23,9,0.2,1551.95,275.68,0
2021-01-27 07:38:03,Electronics,East,Small Business,521.43,1,0.21,1796.24,67.22,0
2021-01-28 14:03:21,Clothing,South,Corporate,80.05,12,0.29,1166.24,140.98,0
2021-01-28 18:24:07,Furniture,North,Small Business,263.7,2,0.03,2262.13,142.94,0
2021-01-30 05:14:27,Clothing,West,Corporate,105.61,2,0.01,1771.09,35.14,0
2021-01-30 19:01:29,Food,East,Corporate,37.38,9,0.09,1401.33,84.44,0
2021-02-02 23:55:51,Furniture,North,Small Business,245.9,10,0.22,2182.14,440.8,1
2021-02-05 07:36:31,Furniture,North,Small Business,294.28,6,0.12,2819.02,170.78,0
2021-02-07 08:27:20,Electronics,North,Corporate,670.94,2,0.1,2071.45,265.35,0
2021-02-07 12:49:45,Food,East,Consumer,56.03,10,0.29,1768.98,97.41,0
2021-02-10 10:50:16,Electronics,West,Corporate,666.52,9,0.22,3000.08,1323.53,1
2021-02-12 13:16:12,Clothing,South,Consumer,88.99,4,0.18,871.29,57.29,0
2021-02-13 01:55:48,Food,East,Small Business,56.98,5,0.21,2865.89,24.58,0
2021-02-15 16:26:23,Furniture,East,Small Business,235.68,1,0.19,1521.5,28.42,0
2021-02-16 06:57:28,Clothing,South,Consumer,83.09,14,0.02,635.25,261.22,0
2021-02-17 02:21:38,Clothing,East,Consumer,86.17,2,0.2,1972.33,26.82,0
2021-02-21 11:33:46,Electronics,West,Small Business,470.39,9,0.11,2599.53,759.96,1
2021-02-21 11:55:27,Food,East,Small Business,49.47,7,0.29,1806.16,27.59,0
2021-02-23 05:40:14,Office Supplies,South,Corporate,145.52,2,0.13,1247.14,40.52,0
2021-02-23 10:26:30,Food,South,Corporate,42.33,6,0.07,500.0,32.58,0
2021-02-25 03:13:52,Electronics,South,Small Business,558.46,6,0.01,1278.47,575.53,1
2021-02-28 16:11:47,Food,North,Consumer,51.13,14,0.2,1480.92,104.08,0
2021-03-02 14:20:24,Furniture,North,Corporate,329.77,1,0.2,2815.37,70.32,0
2021-03-03 06:41:31,Electronics,North,Consumer,635.33,5,0.15,2282.49,583.51,1
2021-03-04 04:42:30,Electronics,South,Corporate,487.78,12,0.17,500.0,615.11,1
2021-03-04 16:29:13,Food,South,Small Business,43.05,1,0.2,1106.62,6.88,0
2021-03-09 09:03:12,Office Supplies,West,Small Business,113.22,13,0.12,1755.38,109.76,0
2021-03-10 08:09:33,Food,East,Corporate,55.29,8,0.24,1708.33,79.99,0
2021-03-13 11:29:24,Electronics,North,Consumer,430.3,7,0.26,2174.89,209.77,0
2021-03-14 05:04:51,Food,South,Corporate,55.81,13,0.24,2250.85,139.75,0
2021-03-14 13:03:20,Clothing,East,Small Business,88.84,11,0.13,2087.43,65.9,0
2021-03-15 19:54:12,Furniture,North,Consumer,243.86,10,0.28,2577.76,122.73,0
2021-03-18 04:06:12,Office Supplies,North,Corporate,176.68,1,0.22,2359.63,31.54,0
2021-03-18 15:00:59,Office Supplies,East,Small Business,155.4,12,0.09,2212.51,158.25,0
2021-03-19 17:01:46,Clothing,North,Consumer,59.74,6,0.05,2406.7,88.29,0
2021-03-21 07:04:27,Office Supplies,South,Corporate,135.25,9,0.02,1303.76,338.05,1
2021-03-21 08:57:04,Clothing,North,Consumer,49.81,2,0.1,2085.8,18.0,0
2021-03-22 07:45:39,Electronics,West,Consumer,366.92,8,0.04,1803.1,179.95,0
2021-03-24 12:04:49,Office Supplies,East,Small Business,64.55,10,0.25,1359.16,143.1,0
2021-03-25 12:16:12,Electronics,South,Small Business,520.29,10,0.03,1634.87,1284.79,1
2021-03-27 16:03:40,Clothing,North,Consumer,76.74,9,0.29,1933.65,46.26,0
2021-03-28 06:27:01,Office Supplies,South,Small Business,23.62,1,0.06,2276.98,2.73,0
2021-03-29 12:51:04,Office Supplies,South,Corporate,50.03,2,0.09,2098.6,5.3,0
2021-03-29 12:51:14,Office Supplies,East,Small Business,116.51,4,0.18,1312.27,30.73,0
2021-04-01 16:54:26,Electronics,West,Corporate,470.94,3,0.13,2961.61,339.89,1
2021-04-02 00:16:46,Clothing,West,Small Business,54.79,10,0.02,2829.35,72.79,0
2021-04-04 14:02:58,Electronics,East,Consumer,480.5,9,0.2,2044.13,829.64,1
2021-04-04 22:42:44,Clothing,East,Corporate,51.31,7,0.29,1765.99,66.02,0
2021-04-06 23:23:31,Clothing,North,Small Business,84.41,10,0.07,1675.74,187.17,0
2021-04-07 21:44:25,Furniture,West,Small Business,297.01,9,0.06,2481.24,160.64,0
2021-04-08 09:11:22,Office Supplies,South,Consumer,112.17,9,0.25,2236.91,106.0,0
2021-04-09 23:24:44,Furniture,West,Small Business,271.06,10,0.16,2161.12,681.92,1
2021-04-11 05:58:59,Food,West,Corporate,48.31,3,0.09,2046.7,30.53,0
2021-04-14 04:31:54,Food,South,Consumer,47.26,5,0.19,1924.24,56.61,0
2021-04-15 13:49:45,Furniture,East,Small Business,226.56,7,0.22,1561.0,141.57,0
2021-04-18 07:14:09,Electronics,North,Consumer,581.16,5,0.23,2026.66,244.36,0
2021-04-19 22:47:54,Furniture,South,Corporate,214.46,6,0.3,1286.54,48.61,0
2021-04-20 03:01:51,Office Supplies,East,Corporate,164.13,12,0.26,2616.85,260.16,0
2021-04-22 16:21:52,Furniture,South,Consumer,396.52,14,0.01,1835.7,650.63,1
2021-04-24 02:37:28,Office Supplies,South,Small Business,174.45,11,0.11,828.21,124.58,0
2021-04-26 15:32:39,Electronics,East,Small Business,220.06,8,0.2,1897.03,286.49,0
2021-04-27 02:46:54,Furniture,West,Consumer,282.69,4,0.14,1708.16,170.25,0
2021-04-27 06:39:53,Clothing,North,Small Business,74.75,12,0.25,1838.34,70.76,0
2021-04-27 07:41:32,Food,South,Consumer,50.85,4,0.19,1645.1,22.38,0
2021-04-27 09:19:49,Office Supplies,West,Small Business,131.43,4,0.23,1758.14,116.67,0
2021-04-29 19:16:31,Office Supplies,South,Corporate,118.05,2,0.18,1131.0,57.83,0
2021-04-30 18:34:10,Office Supplies,West,Consumer,139.19,11,0.1,2003.45,105.56,0
2021-05-02 01:48:09,Office Supplies,East,Small Business,137.32,13,0.08,1374.85,451.54,1
2021-05-02 14:30:32,Furniture,South,Corporate,275.14,8,0.23,623.25,198.21,0
2021-05-03 01:59:43,Furniture,West,Corporate,267.63,5,0.16,2278.91,328.28,1
2021-05-04 18:15:35,Furniture,East,Small Business,313.64,13,0.29,2175.76,145.66,0
2021-05-06 01:22:44,Electronics,East,Consumer,595.89,3,0.25,2070.16,371.51,1
2021-05-06 18:03:34,Electronics,North,Small Business,567.95,4,0.03,2042.02,355.99,1
2021-05-07 13:19:20,Office Supplies,South,Small Business,126.96,7,0.15,1675.37,145.73,0
2021-05-13 05:35:11,Office Supplies,West,Consumer,244.88,2,0.1,2994.03,51.67,0
2021-05-15 22:00:22,Furniture,South,Consumer,322.83,1,0.26,932.67,16.95,0
2021-05-17 07:39:18,Clothing,South,Consumer,98.51,3,0.19,1231.99,23.88,0
2021-05-17 23:29:03,Clothing,East,Corporate,111.29,7,0.02,805.04,156.88,0
2021-05-19 02:58:25,Electronics,South,Small Business,447.84,12,0.25,2196.58,288.98,0
2021-05-22 20:42:05,Clothing,North,Consumer,86.03,12,0.21,787.87,238.46,0
2021-05-24 02:57:42,Furniture,South,Corporate,275.65,1,0.03,2828.5,19.37,0
2021-06-01 10:10:46,Furniture,East,Consumer,206.27,13,0.28,1727.38,336.53,1
2021-06-01 11:35:46,Food,North,Consumer,66.9,14,0.06,3799.73,66.24,0
2021-06-02 00:55:51,Office Supplies,South,Consumer,87.93,12,0.15,1060.1,83.58,0
2021-06-07 03:56:23,Food,North,Corporate,63.08,1,0.02,2514.86,3.46,0
2021-06-08 07:05:54,Electronics,East,Consumer,624.3,7,0.1,2025.38,835.33,1
2021-06-08 23:18:17,Furniture,East,Corporate,378.0,1,0.09,2393.32,26.12,0
2021-06-10 13:30:56,Clothing,South,Corporate,69.91,9,0.11,1464.35,151.97,0
